trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
41,False,"{'a': 0.5, 'e': 0.6636502501363208}",30,17,-32.810142866772516,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.6570468198150583}",25,0,-172.33345539167334,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
43,False,"{'a': 0.5, 'e': 0.6505090947233181}",25,5,-35.76782106062264,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.644036421083143}",25,5,-61.058294654391744,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.6376281516217749}",25,0,-3.2495053385248553,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.6312836455069276}",20,0,-18.269940415809494,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.6250022682827024}",20,7,-78.46687527030068,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 2}",1
48,False,"{'a': 0.5, 'e': 0.6187833918061425}",30,3,-72.56789043343412,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 1}",1
49,False,"{'a': 0.5, 'e': 0.6126263941844178}",30,0,-67.07578518644806,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.6065306597126352}",20,0,-76.85059309603906,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.6004955788122678}",25,0,-94.00341993257712,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.5945205479701962}",30,0,-149.1012486671593,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.5886049696783571}",25,12,-11.391880478288472,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.5827482523739915}",25,8,6.622407434091216,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.5769498103804885}",20,0,-42.17538619359739,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.5712090638488168}",30,18,2.8337571992339927,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.565525438699539}",20,0,-0.18270927465531717,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.5598983665654039}",35,19,-28.08539534932952,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.554327284734509}",30,1,-41.03104202243667,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.5488116360940284}",25,9,-0.44766493701528454,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5433508690745017}",20,0,-63.94345766108127,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.5379444375946764}",20,0,6.030498562477559,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.5325918010068991}",20,8,-2.377002431210701,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.5272924240430504}",30,17,-84.40068183197248,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
65,False,"{'a': 0.5, 'e': 0.5220457767610179}",30,0,-1.9341393797085877,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5168513344917012}",20,0,-42.683982830865986,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.5117085777865444}",25,2,-27.485803604943385,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.5066169923655915}",20,0,0.7834608920757461,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.5015760690660575}",20,11,15.045309755212552,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.4965853037914114}",20,0,-32.76236619147708,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.491644197460967}",20,12,14.06177001694153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.48675225595997357}",25,0,-39.76308967668275,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.4819089900902043}",20,16,9.17052090319735,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.47711391552103627}",25,0,-121.57151235344868,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.4723665527410166}",20,6,1.2534221656619757,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.4676664270099111}",30,0,-36.659211780454235,"{0: 23, 1: 0, 2: 7, 3: 0, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.46301306831122996}",20,2,-1.9889476050364814,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.45840601130522546}",25,7,-5.338768396165575,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.4538447952823577}",20,0,-63.85383921348701,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.4493289641172235}",20,0,-35.26262539893264,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.44485806622294305}",25,0,-56.78128283413813,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.4404316545060012}",30,0,-136.67202818884257,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",1
83,False,"{'a': 0.5, 'e': 0.4360492863215375}",35,5,-104.33800930962934,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",1
84,False,"{'a': 0.5, 'e': 0.4317105234290816}",20,0,-7.116221947690255,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.4274149319487286}",25,0,-30.40005300917498,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.42316208231775077}",25,15,-7.036705588369326,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.41895154924764094}",25,0,-50.08364915435298,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.4147829116815833}",25,2,-2.041076026262247,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.41065575275234745}",20,0,13.632147580787215,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.40656965974060105}",20,9,13.959725864478623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.4025242240336379}",25,0,-29.00610920229132,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.39851904108451613}",25,2,-12.610153564304875,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.3945537103716031}",20,8,-23.511817931507743,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3906278353585231}",20,5,-41.94914705279158,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.3867410234545032}",30,0,-50.17504507494876,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.382892885975114}",25,9,22.02236731786137,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.3790830381034008}",30,0,-38.74144673846628,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.37531109885140157}",30,15,-1.1614237273539962,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.3715766910220477}",30,18,-14.167517328363507,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36787944117144433}",25,5,-38.58923987358927,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.3642189795715253}",25,0,-6.363504231590781,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.3605949401730803}",25,0,-79.9106921637999,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.3570069605691494}",35,9,-77.02409199849518,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 2}",1
104,False,"{'a': 0.5, 'e': 0.35345468195878216}",25,2,10.257122571622332,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.3499377491111574}",30,7,21.820949738379483,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.34645581033005945}",20,16,9.137017917597447,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.3430085174187087}",20,0,11.908714536266656,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.33959552564494117}",20,2,-5.121213169081377,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.33621649370673534}",20,0,21.82677027902864,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.33287108369808155}",25,0,-43.72869729578152,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.32955896107519106}",20,0,-5.0822791117488535,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.32627979462304146}",20,0,11.052662177500217,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.3230332564222549}",35,17,12.343408811077666,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.31981902181630584}",30,0,-53.093219581514965,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.31663676937905516}",25,16,3.3846560120639273,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.31348618088260727}",25,11,-2.276550053217437,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.310366941265487}",30,0,-4.552852802538539,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.3072787386011332}",20,3,12.579144175563961,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.304221264066706}",35,17,-28.646255379893216,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.3011942119122041}",25,1,-21.66188482143996,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.2981972794298894}",25,10,-12.13918300840065,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2952301669240162}",20,0,-16.519099251306283,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.2922925776808614}",20,9,22.016563711456016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.28938421793905267}",20,1,-11.969001369224003,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28650479686019215}",25,15,17.087606427054546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2836540264997724}",25,20,6.093541640519548,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2808316217783818}",25,5,31.160096694050655,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.27803730045319613}",25,3,34.702546350707465,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27527078308975433}",20,13,5.151025714506277,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.2725317930340146}",20,0,4.152208229685089,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.2698200563846888}",25,6,23.144069350388197,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.26713530196585233}",30,0,23.89274849824894,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.2644772612998259}",25,9,-21.481305091866687,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.26184566858032793}",25,13,5.986178094055235,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.25924026064589345}",20,0,21.04534055130217,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.2566607769535578}",25,8,-32.10292496608557,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.2541069595528022}",35,12,-62.224462443016996,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.2515785530597584}",20,0,21.578002481265447,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.24907530463167007}",20,15,-4.1097842019673685,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24659696394160835}",20,3,12.408836104333657,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.24414328315343894}",20,3,22.68116052484192,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2417140168970383}",20,10,9.228585512016993,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23930892224375638}",20,10,3.3154514725709125,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.2369277586821236}",20,6,3.7977398543396785,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.23457028809379948}",20,0,20.615493758522327,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.23223627472976063}",20,0,10.531654637326737,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.22992548518672565}",30,0,5.475173859574792,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.22763768838381454}",20,16,8.2309199396393,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22537265553944053}",20,0,-66.67524557492986,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
150,False,"{'a': 0.5, 'e': 0.22313016014843162}",20,9,18.244126883351683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.22090997795937997}",20,0,-27.269095552839072,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.21871188695221652}",35,0,-25.754195931903986,"{0: 33, 1: 0, 2: 0, 3: 1, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.21653566731600882}",20,15,9.314645126685026,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.2143811014269797}",30,16,-0.9225004859667343,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.2122479738267448}",35,0,-43.46134966567458,"{0: 31, 1: 0, 2: 2, 3: 1, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.21013607120076647}",20,0,-12.796350057963583,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.20804518235702218}",20,1,-8.208747769809612,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2059750982048852}",20,2,29.816265148830485,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20392561173421517}",25,0,-37.478304528615716,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.20189651799465713}",20,2,14.259190449036286,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.1998876140751462}",20,0,7.115585728590624,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.19789869908361638}",30,18,6.925483261700399,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19592957412691103}",20,9,21.22625139460009,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19398004229089358}",25,0,-35.67858675194213,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.1920499086207558}",30,9,17.641589544316897,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1901389801015222}",25,8,5.298659657030621,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18824706563874843}",25,11,22.690029518484902,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.1863739760394116}",25,10,25.066424716211156,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.1845195239929909}",20,0,-19.577713102147605,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.18268352405273627}",25,9,-15.13626571352417,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.1808657926171237}",30,11,9.448888191489647,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17906614791149483}",30,20,-32.607889552734676,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.1772844099698794}",20,8,-12.605834026103622,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17552040061699847}",20,0,-9.120596893786376,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.17377394345044672}",30,4,25.46493823631627,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17204486382305212}",30,0,7.13777138604664,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.170332988825411}",30,13,7.760614631010284,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.16863814726859708}",30,7,-15.141913675710303,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.16696016966704227}",25,0,14.924910982122215,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.16529888822158811}",30,7,12.052879079319267,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16365413680270563}",30,4,28.99677597477354,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16202575093388233}",20,16,6.82915384373878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16041356777517432}",20,5,10.817020599557758,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15881742610692223}",20,0,-51.485029594385296,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.15723716631362913}",25,0,8.911063532818979,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.15567263036799883}",25,8,12.027488265119942,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.15412366181513293}",20,0,-3.254900314331281,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.15259010575688536}",25,1,6.299629557556626,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15107180883637233}",25,0,37.738300251395785,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.14956861922263653}",20,0,-7.444964848495477,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.14808038659546394}",25,7,16.43514409255185,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.1466069621303516}",25,18,16.432620883724134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14514819848362517}",20,0,7.335985096289072,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
